,symbol,HotScore,TrendScore,regularMarketPrice,regularMarketChangePercent,VolumeSpike,averageDailyVolume3Month,MomentumScore,VolumeScore,VolatilityScore,marketCap
0,AAL,0.5666666666666665,0.0930232558139534,16.125,4.3028145,0.2381089594635676,70078392.0,0.7906976744186046,0.6201550387596899,0.3178294573643411,10664835072.0
1,AAMI,0.9211385248664494,0.9049773755656108,79.15,8.29115,1.5576205242905343,468557.0,0.9616252821670428,0.9253393665158371,0.8510158013544018,2820034560.0
2,AAOI,0.8589090909090908,0.5309090909090909,127.53,13.988203,0.4900515637143117,11947355.0,0.9963636363636365,0.7636363636363637,0.9490909090909092,10233360384.0
3,AAP,0.8016819571865443,0.8195718654434251,57.95,5.84475,0.7690746278186288,1879460.0,0.9480122324159022,0.6085626911314985,0.8746177370030581,3496077568.0
4,AAPL,0.7843324250681198,0.4359673024523161,307.48,4.4500327,0.7180233238960083,53586159.0,0.8092643051771117,0.779291553133515,0.9237057220708448,4516068458496.0
5,ABT,0.9091463414634148,0.4268292682926829,98.92,10.809904,1.5587709853383391,13125116.0,0.9902439024390244,0.9780487804878047,0.8878048780487805,172300156928.0
6,ABVX,0.9726164079822616,0.8004434589800443,133.26,38.595936,4.7795886907945295,1780072.0,1.0,0.9889135254988912,0.9822616407982262,10620093440.0
7,ACAD,0.7637359564464241,0.5924276169265034,25.32,6.7453647,4.149225241689086,1610954.0,0.82,0.9198218262806236,0.4777777777777778,4335692288.0
8,ACHR,0.8179190751445088,0.0346820809248554,5.31,19.5946,2.275836279295928,42036345.0,0.9971098265895952,0.9797687861271676,0.6127167630057804,4050812672.0
9,ACIW,0.8651515151515151,0.8333333333333334,45.17,5.24231,1.8773742170455567,788839.0,0.9318181818181818,0.9267676767676768,0.6565656565656566,4592052736.0
10,ACLS,0.7971291866028708,0.9354066985645934,191.415,6.270818,1.0782021353116638,690953.0,0.7607655502392344,0.7559808612440191,0.8636363636363636,5882928640.0
11,ACMR,0.905813953488372,0.8604651162790697,119.2,14.066983,1.138750243736911,1579572.0,0.9715762273901808,0.8656330749354005,0.8837209302325582,8237850624.0
12,ACN,0.839379474940334,0.6515513126491647,133.35,7.16008,0.8981343187873593,7485416.0,0.8758949880668258,0.8329355608591885,0.8806682577565632,81602478080.0
13,ADBE,0.8632113821138212,0.7398373983739838,228.94,4.9846354,0.5136427840433756,6455977.0,0.8780487804878049,0.8495934959349594,0.9227642276422764,91003650048.0
14,ADPT,0.8403397027600849,0.4819532908704883,19.34,12.2461,2.2593421251148693,2333088.0,0.989384288747346,0.9596602972399152,0.5498938428874734,3095258368.0
15,AEHR,0.9668304668304668,0.7813267813267813,87.79,21.91362,5.135953480962243,2510800.0,0.995085995085995,0.995085995085995,0.9606879606879608,2761281280.0
16,AEIS,0.7947368421052632,0.9545454545454546,369.715,4.33022,1.7056902855963705,794758.0,0.5311004784688995,0.9473684210526316,0.9090909090909092,14792539136.0
17,AEM,0.7688995215311004,0.8301435406698564,171.36,5.3615355,1.189590495332252,2577260.0,0.6483253588516746,0.8397129186602871,0.8253588516746412,85686206464.0
18,AEO,0.7444262295081967,0.3540983606557377,17.39,7.678017,0.5603730255872239,5147100.0,0.9704918032786886,0.7770491803278688,0.4868852459016393,2914099968.0
19,AFRM,0.8011961722488038,0.6267942583732058,71.99,8.7955265,1.094328515138344,5128269.0,0.916267942583732,0.7631578947368421,0.7535885167464115,24109346816.0
20,AGI,0.7675837320574161,0.5789473684210527,37.5198,6.590334,1.3462283126480254,3506998.0,0.7894736842105263,0.901913875598086,0.5885167464114832,15757017088.0
21,AGIO,0.9523936170212766,0.8351063829787234,44.01,17.705267,2.471737556641969,1118870.0,0.9973404255319148,0.976063829787234,0.8909574468085106,2617345280.0
22,AGL,0.7845360824742268,0.9484536082474226,124.08,7.1040173,0.5195824648692261,416444.0,0.8865979381443299,0.5910652920962199,0.8625429553264605,2070124160.0
23,AGM,0.773232323232323,0.9974747474747476,189.38,3.44677,1.1995022812111158,110906.0,0.7247474747474747,0.7045454545454546,0.8661616161616161,2054583296.0
24,AGX,0.946496815286624,1.0,602.18,9.23702,1.4289452260144138,332877.0,0.964968152866242,0.8821656050955414,1.0,8442109952.0
25,AGYS,0.8697649572649573,0.8760683760683761,97.51,5.633198,2.14364295958829,355590.0,0.8589743589743589,0.9423076923076924,0.7585470085470085,2746528000.0
26,AIP,0.8283492822966507,0.784688995215311,47.36,9.401709,1.453629002490978,948222.0,0.916267942583732,0.8229665071770335,0.7057416267942583,2186705152.0
27,AJG,0.8637149028077753,0.8898488120950324,252.44,5.32816,1.4433488022577523,1894982.0,0.8358531317494601,0.8531317494600432,0.91792656587473,64862437376.0
28,AKAM,0.8832876712328765,0.7424657534246575,126.57,10.66713,1.2841146643700394,5421283.0,0.9808219178082191,0.8,0.9287671232876712,18401437696.0
29,ALAB,0.8009803921568627,0.8398692810457516,446.97,14.0986395,0.5238714841417648,6186754.0,0.9738562091503268,0.5163398692810458,0.977124183006536,76614205440.0
30,ALGM,0.9093301435406698,0.6818181818181818,66.37,14.648478,2.695271968702781,2577098.0,0.971291866028708,0.971291866028708,0.80622009569378,12365332480.0
31,ALGN,0.875,0.9251101321585904,181.49,7.6070213,1.3078864365402083,1043716.0,0.9273127753303964,0.7797356828193832,0.9251101321585904,12997974016.0
32,ALGT,0.7844286067804999,0.935412026726058,116.1,5.497497,3.2398602484472048,579600.0,0.6666666666666666,0.8552338530066815,0.7911111111111111,3120477696.0
33,ALL,0.7751262626262626,0.9267676767676768,231.55,4.03936,1.1093815744750213,1582826.0,0.8257575757575758,0.6060606060606061,0.9065656565656566,59605815296.0
34,ALM,0.8704892966360857,0.4678899082568807,16.61,12.993203,1.6336850210810203,5384227.0,0.9938837920489296,0.9296636085626911,0.7522935779816514,4712952320.0
35,ALMS,0.88125,0.7606382978723404,29.27,7.334067,2.4582745682638683,1269178.0,0.9654255319148936,0.973404255319149,0.6329787234042553,3731690496.0
36,ALNY,0.7624620060790275,0.9118541033434652,336.63,4.058734,3.2468940100350783,1126050.0,0.425531914893617,0.993920972644377,0.8723404255319149,44944338944.0
37,ALSN,0.8880494505494506,0.8956043956043956,120.68,7.0427556,1.1658506246768865,895583.0,0.8461538461538461,0.9532967032967034,0.8434065934065934,10008714240.0
38,AMAT,0.9478632478632478,0.7713675213675214,668.0,13.419299,2.058965872885835,7787708.0,0.9807692307692308,0.938034188034188,0.9957264957264956,530364891136.0
39,AMBA,0.9610478359908884,0.7835990888382688,86.4897,29.069838,4.670656162858085,1209593.0,0.9977220956719818,0.9931662870159452,0.929384965831435,3794146048.0
40,AMC,0.7960191082802548,0.0063694267515923,2.46,26.8041,4.6785580701971226,38876095.0,1.0,0.9904458598726116,0.4936305732484076,2195807488.0
41,AMD,0.8260479041916168,0.5508982035928144,562.09,8.549307,0.4653352035524927,36952532.0,0.9191616766467066,0.7155688622754491,0.994011976047904,916544290816.0
42,AMKR,0.9271317829457364,0.5968992248062015,94.28,10.346437,0.7704604864570423,4710714.0,1.0,0.9689922480620154,0.8914728682170543,23369420800.0
43,AN,0.713157894736842,0.9707602339181286,200.575,4.297748,0.2494708732560414,393573.0,0.783625730994152,0.4385964912280701,0.9415204678362572,6711539712.0
44,ANAB,0.8739361702127659,0.9202127659574468,69.81,5.1513753,1.2337949481702122,674805.0,0.9175531914893617,0.8803191489361702,0.7632978723404256,2066967936.0
45,ANDE,0.8756164383561643,0.9424657534246575,72.05,5.955887,1.47410538005923,324160.0,0.8958904109589041,0.8684931506849315,0.8191780821917808,2453594880.0
46,ANDG,0.9055851063829788,0.946808510638298,40.51,6.85834,2.134192250491316,301232.0,0.949468085106383,0.9707446808510638,0.6941489361702128,4556797440.0
47,ANET,0.8705479452054794,0.726027397260274,181.05,8.76487,1.2205123219513765,9709988.0,0.9643835616438357,0.7753424657534247,0.9452054794520548,227972628480.0
48,ANF,0.7925076452599389,0.8990825688073395,93.07,4.30348,0.7889339503374879,1339159.0,0.8776758409785933,0.617737003058104,0.8960244648318043,4135259392.0
49,APD,0.933827893175074,0.9109792284866468,294.32,8.46321,1.358908823008886,1214835.0,0.9376854599406528,0.9376854599406528,0.9317507418397626,65539383296.0
50,APLD,0.848967551622419,0.2389380530973451,27.74,7.561065,0.4531444294236627,21884495.0,0.976401179941003,0.9292035398230089,0.7905604719764012,7927246848.0
51,APP,0.8952267303102626,0.8782816229116945,569.735,10.578772,0.7906994495610045,4912806.0,0.973747016706444,0.7684964200477327,0.9880668257756564,191396495360.0
52,APPF,0.7739837398373983,0.991869918699187,181.9,3.317049,0.5680743188518482,370404.0,0.5894308943089431,0.8739837398373984,0.8130081300813008,6431716864.0
53,ARCB,0.7890425531914895,0.9446808510638298,157.61,6.8759737,0.9048127607961004,393267.0,0.948936170212766,0.5297872340425532,0.8851063829787233,3508994304.0
54,ARGX,0.8754901960784313,0.9950980392156864,893.065,4.7582016,1.032131622088644,338545.0,0.8602941176470589,0.7965686274509803,0.9803921568627452,55812067328.0
55,ARIS,0.7773755656108597,0.5542986425339367,15.8847,8.650478,1.0125099761625191,1329419.0,0.9773755656108596,0.8371040723981901,0.4343891402714932,3278601984.0
56,ARM,0.8735645933014354,0.7679425837320574,412.32,8.278601,1.1733118627009955,10757019.0,0.8947368421052632,0.8253588516746412,0.9736842105263158,440390254592.0
57,ARQT,0.8106382978723404,0.7021276595744681,27.67,6.1373243,1.3774422121383412,1721339.0,0.928191489361702,0.8590425531914894,0.574468085106383,3461057024.0
58,ARWR,0.864940828402367,0.8017751479289941,74.3,4.098078,1.81467879541217,2070783.0,0.8520710059171598,0.9319526627218936,0.8017751479289941,10465677312.0
59,ASML,0.8464523281596452,0.9822616407982262,1989.44,5.646508,1.4269842119006897,1887941.0,0.8070953436807096,0.7605321507760532,0.9977827050997784,766765301760.0
60,ASND,0.9648648648648648,0.9287469287469288,260.47,9.436582,2.979030704242549,671601.0,0.9656019656019657,0.9754299754299754,0.9631449631449632,17080613888.0
61,ASR,0.7989234449760766,0.9976076555023924,300.185,4.561288,1.587834406820429,74834.0,0.5574162679425837,0.9330143540669856,0.8875598086124402,9015176192.0
62,ASTH,0.8945916114790287,0.8741721854304636,49.81,7.3260107,3.114948361073152,545906.0,0.9161147902869756,0.9801324503311258,0.717439293598234,2469750016.0
